Date,Close
2000-01-03,0.8392805457115173
2000-01-04,0.7685210108757019
2000-01-05,0.7797666788101196
2000-01-06,0.7122870087623596
2000-01-07,0.7460274696350098
2000-01-10,0.7329063415527344
2000-01-11,0.6954171657562256
2000-01-12,0.6537109613418579
2000-01-13,0.7254078984260559
2000-01-14,0.753055989742279
2000-01-18,0.7792983651161194
2000-01-19,0.7989802360534668
2000-01-20,0.8509958386421204
2000-01-21,0.8345949053764343
2000-01-24,0.7966374158859253
2000-01-25,0.8416236042976379
2000-01-26,0.8261595368385315
2000-01-27,0.8247538208961487
2000-01-28,0.7619600296020508
2000-01-31,0.7778926491737366
2000-02-01,0.7516502737998962
2000-02-02,0.7408720254898071
2000-02-03,0.774612545967102
2000-02-04,0.8097585439682007
2000-02-07,0.8552131056785583
2000-02-08,0.8613054752349854
2000-02-09,0.8444348573684692
2000-02-10,0.8509958386421204
2000-02-11,0.8153812885284424
2000-02-14,0.8683345317840576
2000-02-15,0.8922336101531982
2000-02-16,0.8556818962097168
2000-02-17,0.8613054752349854
2000-02-18,0.8341261148452759
2000-02-22,0.8533390164375305
2000-02-23,0.871614396572113
2000-02-24,0.8637650609016418
2000-02-25,0.8275654911994934
2000-02-28,0.8491215109825134
2000-02-29,0.8594312071800232
2000-03-01,0.9770513772964478
2000-03-02,0.9147270321846008
2000-03-03,0.9597134590148926
2000-03-06,0.9423750042915344
2000-03-07,0.9212870597839355
2000-03-08,0.9147270321846008
2000-03-09,0.916601300239563
2000-03-10,0.9428436756134033
2000-03-13,0.9095718264579773
2000-03-14,0.856619119644165
2000-03-15,0.871614396572113
2000-03-16,0.9114460945129395
2000-03-17,0.9372199177742004
2000-03-20,0.9222245216369629
2000-03-21,1.0117287635803223
2000-03-22,1.0810829401016235
2000-03-23,1.0595273971557617
2000-03-24,1.0398454666137695
2000-03-27,1.0464069843292236
2000-03-28,1.0431263446807861
2000-03-29,1.0192272663116455
2000-03-30,0.9428436756134033
2000-03-31,1.0182900428771973
2000-04-03,0.9995450973510742
2000-04-04,0.9545586705207825
2000-04-05,0.9775213003158569
2000-04-06,0.9386264681816101
2000-04-07,0.9878295660018921
2000-04-10,0.9372199177742004
2000-04-11,0.8955135345458984
2000-04-12,0.8191301226615906
2000-04-13,0.8533390164375305
2000-04-14,0.838811993598938
2000-04-17,0.9287853837013245
2000-04-18,0.9512786269187927
2000-04-19,0.9081660509109497
2000-04-20,0.8912963271141052
